yf_ticker,market_cap,sector,industry,currency,exchange,short_name,quote_type,avg_volume,avg_volume_10d,free_float,shares_outstanding
RSW.L,2746466048.0,Technology,Scientific & Technical Instruments,GBp,LSE,RENISHAW PLC ORD 20P,EQUITY,123549.0,152249.0,33913428.0,72734797.0
RTW.L,683179648.0,Financial Services,Asset Management,USD,LSE,RTW BIOTECH OPPORTUNITIES LTD O,EQUITY,508589.0,724479.0,,325323649.0
SAFE.L,1506041856.0,Real Estate,REIT - Industrial,GBp,LSE,SAFESTORE HOLDINGS PLC ORD 1P,EQUITY,425154.0,398927.0,214859724.0,218425218.0
SAGA.L,793194752.0,Financial Services,Insurance - Diversified,GBp,LSE,SAGA PLC ORD 15P,EQUITY,779300.0,734786.0,80513820.0,143955485.0
SAIN.L,811022080.0,,,GBp,LSE,SCOTTISH AMERICAN INVESTMENT CO,EQUITY,376653.0,471385.0,,159336374.0
SCT.L,2359456000.0,Technology,Electronics & Computer Distribution,GBp,LSE,SOFTCAT PLC,EQUITY,774387.0,399788.0,131258510.0,196294179.0
SDP.L,902570368.0,,,GBp,LSE,SCHRODER ASIAPACIFIC FUND PLC O,EQUITY,228955.0,212393.0,,127842834.0
SEIT.L,455876192.0,,,GBp,LSE,SDCL EFFICIENCY INCOME TRUST PL,EQUITY,3672827.0,5095739.0,,1085419558.0
SEQI.L,1149984384.0,Financial Services,Asset Management,GBp,LSE,SEQUOIA ECONOMIC INFRASTRUCTURE,EQUITY,3406128.0,5023445.0,,1477350936.0
SHAW.L,1865677184.0,Financial Services,Banks - Regional,GBp,LSE,SHAWBROOK GROUP PLC ORD GBP0.00,EQUITY,692440.0,470379.0,118800510.0,519687271.0
SHC.L,2493894912.0,Real Estate,REIT - Retail,GBp,LSE,SHAFTESBURY CAPITAL PLC ORD 25P,EQUITY,4831934.0,3087529.0,1331156562.0,1823022466.0
SMWH.L,758768000.0,Consumer Cyclical,Specialty Retail,GBp,LSE,WH SMITH PLC ORD 22 6/67P,EQUITY,520950.0,897964.0,122078729.0,124694826.0
SNR.L,1190591872.0,Industrials,Aerospace & Defense,GBp,LSE,SENIOR PLC ORD 10P,EQUITY,3712269.0,11514337.0,320776089.0,412086135.0
SOI.L,861109376.0,,,GBp,LSE,SCHRODER ORIENTAL INCOME FUND L,EQUITY,425973.0,452359.0,,224832740.0
SPI.L,610511040.0,Healthcare,Medical Care Facilities,GBp,LSE,SPIRE HEALTHCARE GROUP PLC ORD ,EQUITY,1657068.0,1113219.0,176511394.0,400597780.0
SRE.L,1573480320.0,Real Estate,Real Estate Services,GBp,LSE,SIRIUS REAL ESTATE LD ORD NPV,EQUITY,4280914.0,3155258.0,1475372568.0,1581387298.0
SRP.L,2952403968.0,Industrials,Specialty Business Services,GBp,LSE,SERCO GROUP PLC ORD 2P,EQUITY,3005260.0,3484103.0,979405081.0,994075404.0
SSPG.L,1484614912.0,Consumer Cyclical,Restaurants,GBp,LSE,SSP GROUP PLC ORD 1 17/200P,EQUITY,3824224.0,2718212.0,777321429.0,779224434.0
SUPR.L,1027524224.0,Real Estate,REIT - Retail,GBp,LSE,SUPERMARKET INCOME REIT PLC ORD,EQUITY,4245476.0,5732735.0,1229664204.0,1246239185.0
SVS.L,1124912640.0,Real Estate,Real Estate Services,GBp,LSE,SAVILLS PLC ORD 2.5P,EQUITY,502099.0,711745.0,128277890.0,137351973.0
SYNC.L,528519744.0,Financial Services,Asset Management,GBp,LSE,SYNCONA LIMITED ORD NPV,EQUITY,449090.0,499287.0,,608193024.0
TATE.L,1586972544.0,Consumer Defensive,Packaged Foods,GBp,LSE,TATE & LYLE PLC ORD 29 1/6P,EQUITY,1835516.0,1168720.0,352212228.0,441684581.0
TBCG.L,2597641984.0,Financial Services,Banks - Regional,GBp,LSE,TBC BANK GROUP PLC ORD GBP0.01,EQUITY,115544.0,112246.0,43995319.0,55081469.0
TCAP.L,2156937216.0,Financial Services,Capital Markets,GBp,LSE,TP ICAP GROUP PLC ORD 25P,EQUITY,3332259.0,5208478.0,731283545.0,740937719.0
TEM.L,2531421696.0,,,GBp,LSE,TEMPLETON EMERGING MARKETS INVE,EQUITY,2708291.0,2374419.0,,944560316.0
TEP.L,1093990784.0,Utilities,Utilities - Diversified,GBp,LSE,TELECOM PLUS PLC ORD 5P,EQUITY,214990.0,179018.0,73246365.0,80087177.0
TFIF.L,947128704.0,Financial Services,Asset Management,GBp,LSE,TWENTYFOUR INCOME FUND LIMITED ,EQUITY,2700641.0,2501331.0,,850205296.0
THG.L,488502816.0,Consumer Cyclical,Internet Retail,GBp,LSE,THG PLC ORD GBP0.005,EQUITY,5504172.0,5023749.0,517257235.0,1557725726.0
THRG.L,414184160.0,,,GBp,LSE,BLACKROCK THROGMORTON TRUST PLC,EQUITY,282709.0,508645.0,,75033364.0
THRL.L,654970688.0,,,GBp,LSE,TARGET HEALTHCARE REIT PLC ORD ,EQUITY,1432527.0,1454174.0,,620237346.0
TMPL.L,1168726016.0,,,GBp,LSE,TEMPLE BAR INVESTMENT TRUST PLC,EQUITY,1125740.0,1466914.0,,298144378.0
TPK.L,1225495552.0,Industrials,Industrial Distribution,GBp,LSE,TRAVIS PERKINS PLC,EQUITY,714985.0,1025947.0,209207037.0,211840211.0
TRIG.L,1634410368.0,Utilities,Utilities - Renewable,GBp,LSE,THE RENEWABLES INFRASTRUCTURE G,EQUITY,8182039.0,8656179.0,,2369848482.0
TRN.L,870527872.0,Consumer Cyclical,Travel Services,GBp,LSE,TRAINLINE PLC ORD 1P,EQUITY,2860678.0,2138918.0,394131402.0,367486252.0
TRST.L,874267392.0,Technology,Software - Application,GBp,LSE,TRUSTPILOT GROUP PLC ORD GBP0.0,EQUITY,4167692.0,3030149.0,331943124.0,386750057.0
TRY.L,1020283392.0,,,GBp,LSE,TR PROPERTY INVESTMENT TRUST PL,EQUITY,831584.0,1062221.0,,317350980.0
TW.L,3024627200.0,Consumer Cyclical,Residential Construction,GBp,LSE,TAYLOR WIMPEY PLC ORD 1P,EQUITY,27000346.0,34026108.0,3491530047.0,3508563619.0
UEM.L,509258496.0,Financial Services,Asset Management,GBp,LSE,UTILICO EMERGING MARKETS TRUST ,EQUITY,445191.0,469796.0,,175606391.0
UKW.L,2272866048.0,,,GBp,LSE,GREENCOAT UK WIND PLC ORD 1P,EQUITY,5328715.0,5488875.0,,2158467376.0
USA.L,826020224.0,,,GBp,LSE,BAILLIE GIFFORD US GROWTH TRUST,EQUITY,640333.0,894531.0,,276723700.0
UTG.L,2446758400.0,Real Estate,REIT - Diversified,GBp,LSE,UNITE GROUP PLC ORD 25P,EQUITY,3694374.0,2847285.0,430513078.0,529860396.0
VCT.L,540166976.0,Basic Materials,Specialty Chemicals,GBp,LSE,VICTREX PLC ORD 1P,EQUITY,304549.0,180279.0,67442174.0,87123711.0
VEIL.L,1033250304.0,,,GBp,LSE,VIETNAM ENTERPRISE INVESTMENTS ,EQUITY,215326.0,283321.0,,138754569.0
VOF.L,586887872.0,Financial Services,Asset Management,GBp,LSE,VINACAPITAL VIETNAM OPPORTUNITY,EQUITY,407059.0,217091.0,,123455339.0
VSVS.L,1067023424.0,Basic Materials,Steel,GBp,LSE,VESUVIUS PLC ORD 10P,EQUITY,536641.0,595306.0,171154586.0,246198286.0
VTY.L,1081155200.0,Consumer Cyclical,Residential Construction,GBp,LSE,VISTRY GROUP PLC ORD 50P,EQUITY,2244813.0,2751219.0,221024747.0,318112828.0
WIX.L,507105600.0,Consumer Cyclical,Home Improvement Retail,GBp,LSE,WICKES GROUP PLC ORD GBP0.10,EQUITY,670795.0,1361012.0,211307321.0,222414739.0
WIZZ.L,1026852288.0,Industrials,Airlines,GBp,LSE,WIZZ AIR HOLDINGS PLC ORD GBP0.,EQUITY,1145273.0,1323675.0,86719532.0,103461185.0
WKP.L,724158656.0,Real Estate,REIT - Office,GBp,LSE,WORKSPACE GROUP PLC ORD GBP1,EQUITY,665756.0,599957.0,135480215.0,192288547.0
WOSG.L,1164002944.0,Consumer Cyclical,Luxury Goods,GBp,LSE,WATCHES OF SWITZERLAND GROUP PL,EQUITY,701159.0,604382.0,217501252.0,231412113.0
WPP.L,2699007488.0,Communication Services,Advertising Agencies,GBp,LSE,WPP PLC ORD 10P,EQUITY,6200647.0,7564357.0,1078060767.0,1078524533.0
WWH.L,1282671616.0,Financial Services,Asset Management,GBp,LSE,WORLDWIDE HEALTHCARE TRUST PLC ,EQUITY,1226363.0,1276805.0,,373162417.0
XPS.L,619530176.0,Consumer Cyclical,Personal Services,GBp,LSE,XPS PENSIONS GROUP PLC ORD GBP0,EQUITY,804901.0,358882.0,180385157.0,204465415.0
ZIG.L,915907456.0,Industrials,Rental & Leasing Services,GBp,LSE,ZIGUP PLC ORD 50P,EQUITY,763018.0,629616.0,212788476.0,227554635.0
